project_id,project_title,project_description,research_domain,project_type,budget_range,duration_months,team_expertise,location,equipment_name,equipment_category,methodology_name,methodology_type,skill_required,tool_name,tool_category
PRJ_0582A5,Smart Ecosystem Prediction Using Microplastics,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,1L-5L,3,"ML, Embedded Systems, Biology","Jaipur, Rajasthan",Turbidity Sensor,Sensor,Time-Series Data Collection,Experimental,ML,MQTT,Data Analysis
PRJ_0582A5,Smart Ecosystem Prediction Using Microplastics,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,1L-5L,3,"ML, Embedded Systems, Biology","Jaipur, Rajasthan",Raspberry Pi 4,Computing,Principal Component Analysis,Analytical,Data Analysis,Matplotlib,Visualization
PRJ_0582A5,Smart Ecosystem Prediction Using Microplastics,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,1L-5L,3,"ML, Embedded Systems, Biology","Jaipur, Rajasthan",Datalogger,Field Equipment,Regression Analysis,Statistical,Data Analysis,,
PRJ_0582A5,Smart Ecosystem Prediction Using Microplastics,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,1L-5L,3,"ML, Embedded Systems, Biology","Jaipur, Rajasthan",Breadboard & Jumper Wires,Computing,,,,,
PRJ_0582A5,Smart Ecosystem Prediction Using Microplastics,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,1L-5L,3,"ML, Embedded Systems, Biology","Jaipur, Rajasthan",Soil pH Meter,Field Equipment,,,,,
PRJ_0582A5,Smart Ecosystem Prediction Using Microplastics,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,1L-5L,3,"ML, Embedded Systems, Biology","Jaipur, Rajasthan",Temperature Sensor,Sensor,,,,,
PRJ_2D7181,Real-Time Remote Sensing Monitoring with Water Quality,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. A web dashboard will be developed to present results in real-time.",Environmental Science,Mixed,5L-20L,24,"ML, Data Analysis, Embedded Systems","Lucknow, Uttar Pradesh",Particulate Matter Sensor (PM2.5),Sensor,Geospatial Mapping,Analytical,Embedded Systems,SQLite,Data Analysis
PRJ_2D7181,Real-Time Remote Sensing Monitoring with Water Quality,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. A web dashboard will be developed to present results in real-time.",Environmental Science,Mixed,5L-20L,24,"ML, Data Analysis, Embedded Systems","Lucknow, Uttar Pradesh",Water Sampler,Field Equipment,Statistical Threshold Analysis,Statistical,Data Analysis,Grafana,Visualization
PRJ_2D7181,Real-Time Remote Sensing Monitoring with Water Quality,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. A web dashboard will be developed to present results in real-time.",Environmental Science,Mixed,5L-20L,24,"ML, Data Analysis, Embedded Systems","Lucknow, Uttar Pradesh",GPS Device,Field Equipment,Water Quality Index Calculation,Analytical,Embedded Systems,scikit-learn,Data Analysis
PRJ_2D7181,Real-Time Remote Sensing Monitoring with Water Quality,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. A web dashboard will be developed to present results in real-time.",Environmental Science,Mixed,5L-20L,24,"ML, Data Analysis, Embedded Systems","Lucknow, Uttar Pradesh",Anemometer,Field Equipment,,,,Matplotlib,Visualization
PRJ_244E3B,Embedded Greenhouse Gas Controller for Heavy Metal Detection,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Mixed,<1L,18,"Data Analysis, Embedded Systems, Electronics","Guwahati, Assam",Turbidity Sensor,Sensor,Water Quality Index Calculation,Analytical,Embedded Systems,Python,Programming
PRJ_244E3B,Embedded Greenhouse Gas Controller for Heavy Metal Detection,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Mixed,<1L,18,"Data Analysis, Embedded Systems, Electronics","Guwahati, Assam",Temperature Sensor,Sensor,Time-Series Data Collection,Experimental,ML,Pandas,Data Analysis
PRJ_244E3B,Embedded Greenhouse Gas Controller for Heavy Metal Detection,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Mixed,<1L,18,"Data Analysis, Embedded Systems, Electronics","Guwahati, Assam",Portable Water Quality Analyzer,Field Equipment,Regression Analysis,Statistical,Embedded Systems,Matplotlib,Visualization
PRJ_244E3B,Embedded Greenhouse Gas Controller for Heavy Metal Detection,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Mixed,<1L,18,"Data Analysis, Embedded Systems, Electronics","Guwahati, Assam",Datalogger,Field Equipment,Geospatial Mapping,Analytical,Data Analysis,Node-RED,Visualization
PRJ_244E3B,Embedded Greenhouse Gas Controller for Heavy Metal Detection,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Mixed,<1L,18,"Data Analysis, Embedded Systems, Electronics","Guwahati, Assam",Arduino Uno,Computing,,,,,
PRJ_244E3B,Embedded Greenhouse Gas Controller for Heavy Metal Detection,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Mixed,<1L,18,"Data Analysis, Embedded Systems, Electronics","Guwahati, Assam",Rainfall Gauge,Field Equipment,,,,,
PRJ_1A2C1D,ML-Driven Greenhouse Gas Detection Framework,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,<1L,9,"Embedded Systems, Data Analysis, Electronics","Hyderabad, Telangana",Raspberry Pi 4,Computing,Anomaly Detection (ML),Computational,Embedded Systems,Matplotlib,Visualization
PRJ_1A2C1D,ML-Driven Greenhouse Gas Detection Framework,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,<1L,9,"Embedded Systems, Data Analysis, Electronics","Hyderabad, Telangana",Soil pH Meter,Field Equipment,Geospatial Mapping,Analytical,ML,Google Earth Engine,Simulation
PRJ_1A2C1D,ML-Driven Greenhouse Gas Detection Framework,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,<1L,9,"Embedded Systems, Data Analysis, Electronics","Hyderabad, Telangana",Conductivity Meter,Lab Instrument,Regression Analysis,Statistical,ML,SQLite,Data Analysis
PRJ_1A2C1D,ML-Driven Greenhouse Gas Detection Framework,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,<1L,9,"Embedded Systems, Data Analysis, Electronics","Hyderabad, Telangana",GPS Device,Field Equipment,Water Quality Index Calculation,Analytical,Embedded Systems,TensorFlow,Data Analysis
PRJ_1A2C1D,ML-Driven Greenhouse Gas Detection Framework,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,<1L,9,"Embedded Systems, Data Analysis, Electronics","Hyderabad, Telangana",Portable Water Quality Analyzer,Field Equipment,,,,,
PRJ_1A2C1D,ML-Driven Greenhouse Gas Detection Framework,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,<1L,9,"Embedded Systems, Data Analysis, Electronics","Hyderabad, Telangana",Turbidity Meter,Lab Instrument,,,,,
PRJ_1A2C1D,ML-Driven Greenhouse Gas Detection Framework,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,<1L,9,"Embedded Systems, Data Analysis, Electronics","Hyderabad, Telangana",Arduino Uno,Computing,,,,,
